Country,ISO Code,Year,Clean Energy (%)
Norway,NOR,2023,98.47
Norway,NOR,2024,98.39
Poland,POL,1990,1.11
Poland,POL,1991,1.13
Poland,POL,1992,1.24
Poland,POL,1993,1.18
Poland,POL,1994,1.34
Poland,POL,1995,1.43
Poland,POL,1996,1.46
Poland,POL,1997,1.51
Poland,POL,1998,1.8
Poland,POL,1999,1.67
Poland,POL,2000,1.63
Poland,POL,2001,1.93
Poland,POL,2002,1.94
Poland,POL,2003,1.5
Poland,POL,2004,2.1
Poland,POL,2005,2.48
Poland,POL,2006,2.67
Poland,POL,2007,3.43
Poland,POL,2008,4.28
Poland,POL,2009,5.76
Poland,POL,2010,6.94
Poland,POL,2011,8.06
Poland,POL,2012,10.45
Poland,POL,2013,10.42
Poland,POL,2014,12.54
Poland,POL,2015,13.81
Poland,POL,2016,13.74
Poland,POL,2017,14.2
Poland,POL,2018,12.76
Poland,POL,2019,15.6
Poland,POL,2020,17.96
Poland,POL,2021,17.09
Poland,POL,2022,21.1
Poland,POL,2023,27.24
Poland,POL,2024,30.72
Portugal,PRT,1990,34.7
Portugal,PRT,1991,33.11
Portugal,PRT,1992,18.62
Portugal,PRT,1993,30.58
Portugal,PRT,1994,37.37
Portugal,PRT,1995,28.5
Portugal,PRT,1996,46.14
Portugal,PRT,1997,41.99
Portugal,PRT,1998,36.52
Portugal,PRT,1999,20.17
Portugal,PRT,2000,29.78
Portugal,PRT,2001,34.17
Portugal,PRT,2002,21.36
Portugal,PRT,2003,38.15
Portugal,PRT,2004,27.55
Portugal,PRT,2005,17.93
Portugal,PRT,2006,32.48
Portugal,PRT,2007,34.7
Portugal,PRT,2008,32.29
Portugal,PRT,2009,37.04
Portugal,PRT,2010,53.01
Portugal,PRT,2011,46.56
Portugal,PRT,2012,42.63
Portugal,PRT,2013,58.53
Portugal,PRT,2014,60.95
Portugal,PRT,2015,47.63
Portugal,PRT,2016,54.7
Portugal,PRT,2017,39.21
Portugal,PRT,2018,50.4
Portugal,PRT,2019,53.12
Portugal,PRT,2020,58.59
Portugal,PRT,2021,64.08
Portugal,PRT,2022,59.59
Portugal,PRT,2023,74.5
Portugal,PRT,2024,85.21
Romania,ROU,1990,17.74
Romania,ROU,1991,25.69
Romania,ROU,1992,21.66
Romania,ROU,1993,23.07
Romania,ROU,1994,23.71
Romania,ROU,1995,28.26
Romania,ROU,1996,28.1
Romania,ROU,1997,40.41
Romania,ROU,1998,45.67
Romania,ROU,1999,46.54
Romania,ROU,2000,39.26
Romania,ROU,2001,38.04
Romania,ROU,2002,39.62
Romania,ROU,2003,33.13
Romania,ROU,2004,39.06
Romania,ROU,2005,43.44
Romania,ROU,2006,38.35
Romania,ROU,2007,38.53
Romania,ROU,2008,43.86
Romania,ROU,2009,47.4
Romania,ROU,2010,52.83
Romania,ROU,2011,45.42
Romania,ROU,2012,45.1
Romania,ROU,2013,54.6
Romania,ROU,2014,59.77
Romania,ROU,2015,57.61
Romania,ROU,2016,59.58
Romania,ROU,2017,56.34
Romania,ROU,2018,58.64
Romania,ROU,2019,61.11
Romania,ROU,2020,65.35
Romania,ROU,2021,64.24
Romania,ROU,2022,63.41
Romania,ROU,2023,69.45
Romania,ROU,2024,67.2
Serbia,SRB,1990,19.22
Serbia,SRB,1991,25.4
Serbia,SRB,1992,26.73
Serbia,SRB,1993,26.9
Serbia,SRB,1994,28.94
Serbia,SRB,1995,30.76
Serbia,SRB,1996,35.53
Serbia,SRB,1997,29.84
Serbia,SRB,1998,29.29
Serbia,SRB,1999,36.13
Serbia,SRB,2000,30.74
Serbia,SRB,2001,30.37
Serbia,SRB,2002,29.87
Serbia,SRB,2003,25.51
Serbia,SRB,2004,28.56
Serbia,SRB,2005,31.82
Serbia,SRB,2006,28.85
Serbia,SRB,2007,26.3
Serbia,SRB,2008,25.96
Serbia,SRB,2009,27.95
Serbia,SRB,2010,31.77
Serbia,SRB,2011,22.8
Serbia,SRB,2012,25.7
Serbia,SRB,2013,26.05
Serbia,SRB,2014,32.98
Serbia,SRB,2015,26.9
Serbia,SRB,2016,28.13
Serbia,SRB,2017,25.49
Serbia,SRB,2018,29.72
Serbia,SRB,2019,28.51
Serbia,SRB,2020,27.33
Serbia,SRB,2021,33.5
Serbia,SRB,2022,28.19
Serbia,SRB,2023,34.69
Serbia,SRB,2024,31.23
Slovakia,SVK,1990,54.61
Slovakia,SVK,1991,54.0
Slovakia,SVK,1992,55.9
Slovakia,SVK,1993,62.2
Slovakia,SVK,1994,66.59
Slovakia,SVK,1995,61.75
Slovakia,SVK,1996,60.8
Slovakia,SVK,1997,60.42
Slovakia,SVK,1998,60.86
Slovakia,SVK,1999,62.58
Slovakia,SVK,2000,68.55
Slovakia,SVK,2001,69.7
Slovakia,SVK,2002,72.62
Slovakia,SVK,2003,69.21
Slovakia,SVK,2004,69.47
Slovakia,SVK,2005,71.51
Slovakia,SVK,2006,73.02
Slovakia,SVK,2007,72.75
Slovakia,SVK,2008,74.11
Slovakia,SVK,2009,73.27
Slovakia,SVK,2010,74.73
Slovakia,SVK,2011,72.17
Slovakia,SVK,2012,74.06
Slovakia,SVK,2013,77.47
Slovakia,SVK,2014,80.13
Slovakia,SVK,2015,79.64
Slovakia,SVK,2016,79.85
Slovakia,SVK,2017,78.85
Slovakia,SVK,2018,77.46
Slovakia,SVK,2019,77.74
Slovakia,SVK,2020,78.18
Slovakia,SVK,2021,75.76
Slovakia,SVK,2022,81.91
Slovakia,SVK,2023,84.8
Slovakia,SVK,2024,85.81
Slovenia,SVN,1990,60.85
Slovenia,SVN,1991,67.19
Slovenia,SVN,1992,59.89
Slovenia,SVN,1993,58.58
Slovenia,SVN,1994,62.14
Slovenia,SVN,1995,62.25
Slovenia,SVN,1996,63.75
Slovenia,SVN,1997,61.53
Slovenia,SVN,1998,61.88
Slovenia,SVN,1999,63.88
Slovenia,SVN,2000,63.63
Slovenia,SVN,2001,63.05
Slovenia,SVN,2002,61.23
Slovenia,SVN,2003,59.94
Slovenia,SVN,2004,63.33
Slovenia,SVN,2005,62.54
Slovenia,SVN,2006,61.22
Slovenia,SVN,2007,60.37
Slovenia,SVN,2008,64.47
Slovenia,SVN,2009,64.92
Slovenia,SVN,2010,64.02
Slovenia,SVN,2011,63.44
Slovenia,SVN,2012,63.41
Slovenia,SVN,2013,65.89
Slovenia,SVN,2014,75.63
Slovenia,SVN,2015,67.57
Slovenia,SVN,2016,66.42
Slovenia,SVN,2017,66.85
Slovenia,SVN,2018,68.24
Slovenia,SVN,2019,68.34
Slovenia,SVN,2020,70.63
Slovenia,SVN,2021,71.52
Slovenia,SVN,2022,72.46
Slovenia,SVN,2023,76.53
Slovenia,SVN,2024,76.06
Spain,ESP,1990,53.12
Spain,ESP,1991,53.9
Spain,ESP,1992,48.12
Spain,ESP,1993,52.34
Spain,ESP,1994,52.67
Spain,ESP,1995,48.37
Spain,ESP,1996,56.34
Spain,ESP,1997,48.79
Spain,ESP,1998,49.58
Spain,ESP,1999,41.85
Spain,ESP,2000,43.77
Spain,ESP,2001,48.49
Spain,ESP,2002,40.09
Spain,ESP,2003,45.72
Spain,ESP,2004,41.12
Spain,ESP,2005,34.48
Spain,ESP,2006,37.99
Spain,ESP,2007,37.57
Spain,ESP,2008,39.1
Spain,ESP,2009,43.63
Spain,ESP,2010,53.65
Spain,ESP,2011,49.82
Spain,ESP,2012,50.5
Spain,ESP,2013,59.74
Spain,ESP,2014,61.06
Spain,ESP,2015,55.66
Spain,ESP,2016,60.31
Spain,ESP,2017,53.59
Spain,ESP,2018,58.82
Spain,ESP,2019,58.9
Spain,ESP,2020,66.32
Spain,ESP,2021,67.34
Spain,ESP,2022,63.21
Spain,ESP,2023,71.96
Spain,ESP,2024,76.8
Sweden,SWE,1990,97.71
Sweden,SWE,1991,96.53
Sweden,SWE,1992,95.87
Sweden,SWE,1993,95.19
Sweden,SWE,1994,94.3
Sweden,SWE,1995,94.74
Sweden,SWE,1996,91.22
Sweden,SWE,1997,95.14
Sweden,SWE,1998,95.52
Sweden,SWE,1999,95.54
Sweden,SWE,2000,96.72
Sweden,SWE,2001,96.18
Sweden,SWE,2002,94.93
Sweden,SWE,2003,93.18
Sweden,SWE,2004,96.11
Sweden,SWE,2005,96.99
Sweden,SWE,2006,96.34
Sweden,SWE,2007,97.03
Sweden,SWE,2008,96.93
Sweden,SWE,2009,96.62
Sweden,SWE,2010,94.25
Sweden,SWE,2011,96.19
Sweden,SWE,2012,97.54
Sweden,SWE,2013,97.46
Sweden,SWE,2014,98.09
Sweden,SWE,2015,98.06
Sweden,SWE,2016,97.65
Sweden,SWE,2017,97.89
Sweden,SWE,2018,97.76
Sweden,SWE,2019,98.01
Sweden,SWE,2020,98.51
Sweden,SWE,2021,98.22
Sweden,SWE,2022,98.34
Sweden,SWE,2023,98.6
Sweden,SWE,2024,98.79
Switzerland,CHE,2000,96.99
Switzerland,CHE,2001,97.13
Switzerland,CHE,2002,96.82
Switzerland,CHE,2003,96.74
Switzerland,CHE,2004,96.63
Switzerland,CHE,2005,96.25
Switzerland,CHE,2006,96.49
Switzerland,CHE,2007,96.94
Switzerland,CHE,2008,97.0
Switzerland,CHE,2009,97.08
Switzerland,CHE,2010,96.61
Switzerland,CHE,2011,96.58
Switzerland,CHE,2012,96.83
Switzerland,CHE,2013,97.04
Switzerland,CHE,2014,97.36
Switzerland,CHE,2015,97.18
Switzerland,CHE,2016,96.5
Switzerland,CHE,2017,96.66
Switzerland,CHE,2018,97.13
Switzerland,CHE,2019,97.31
Switzerland,CHE,2020,97.27
Switzerland,CHE,2021,97.27
Switzerland,CHE,2022,97.42
Switzerland,CHE,2023,98.46
Switzerland,CHE,2024,98.55
Türkiye,TUR,1990,40.37
Türkiye,TUR,1991,37.85
Türkiye,TUR,1992,39.63
Türkiye,TUR,1993,46.19
Türkiye,TUR,1994,39.22
Türkiye,TUR,1995,41.57
Türkiye,TUR,1996,42.94
Türkiye,TUR,1997,38.91
Türkiye,TUR,1998,38.34
Türkiye,TUR,1999,29.98
Türkiye,TUR,2000,25.05
Türkiye,TUR,2001,19.91
Türkiye,TUR,2002,26.44
Türkiye,TUR,2003,25.48
Türkiye,TUR,2004,30.92
Türkiye,TUR,2005,24.59
Türkiye,TUR,2006,25.26
Türkiye,TUR,2007,19.04
Türkiye,TUR,2008,17.35
Türkiye,TUR,2009,19.58
Türkiye,TUR,2010,26.39
Türkiye,TUR,2011,25.32
Türkiye,TUR,2012,27.23
Türkiye,TUR,2013,28.82
Türkiye,TUR,2014,20.89
Türkiye,TUR,2015,31.96
Türkiye,TUR,2016,32.89
Türkiye,TUR,2017,29.35
Türkiye,TUR,2018,32.26
Türkiye,TUR,2019,43.8
Türkiye,TUR,2020,42.16
Türkiye,TUR,2021,35.4
Türkiye,TUR,2022,41.91
Türkiye,TUR,2023,42.01
Türkiye,TUR,2024,45.61
Ukraine,UKR,1990,28.83
Ukraine,UKR,1991,31.01
Ukraine,UKR,1992,32.15
Ukraine,UKR,1993,37.29
Ukraine,UKR,1994,39.66
Ukraine,UKR,1995,41.17
Ukraine,UKR,1996,47.88
Ukraine,UKR,1997,49.84
Ukraine,UKR,1998,52.49
Ukraine,UKR,1999,50.06
Ukraine,UKR,2000,51.57
Ukraine,UKR,2001,50.91
Ukraine,UKR,2002,50.36
Ukraine,UKR,2003,50.22
Ukraine,UKR,2004,54.15
Ukraine,UKR,2005,54.27
Ukraine,UKR,2006,53.28
Ukraine,UKR,2007,52.49
Ukraine,UKR,2008,52.79
Ukraine,UKR,2009,54.74
Ukraine,UKR,2010,54.31
Ukraine,UKR,2011,52.03
Ukraine,UKR,2012,50.97
Ukraine,UKR,2013,50.58
Ukraine,UKR,2014,53.91
Ukraine,UKR,2015,57.88
Ukraine,UKR,2016,54.81
Ukraine,UKR,2017,61.8
Ukraine,UKR,2018,60.95
Ukraine,UKR,2019,61.55
Ukraine,UKR,2020,63.03
Ukraine,UKR,2021,68.96
Ukraine,UKR,2022,72.17
Ukraine,UKR,2023,69.78
Ukraine,UKR,2024,72.01
United Kingdom,GBR,1990,22.35
United Kingdom,GBR,1991,23.47
United Kingdom,GBR,1992,25.89
United Kingdom,GBR,1993,29.42
United Kingdom,GBR,1994,29.17
United Kingdom,GBR,1995,28.34
United Kingdom,GBR,1996,28.6
United Kingdom,GBR,1997,30.04
United Kingdom,GBR,1998,29.81
United Kingdom,GBR,1999,28.45
United Kingdom,GBR,2000,25.19
United Kingdom,GBR,2001,25.89
United Kingdom,GBR,2002,25.56
United Kingdom,GBR,2003,24.96
United Kingdom,GBR,2004,23.9
United Kingdom,GBR,2005,24.74
United Kingdom,GBR,2006,23.55
United Kingdom,GBR,2007,20.84
United Kingdom,GBR,2008,19.14
United Kingdom,GBR,2009,25.04
United Kingdom,GBR,2010,23.12
United Kingdom,GBR,2011,28.31
United Kingdom,GBR,2012,30.68
United Kingdom,GBR,2013,34.56
United Kingdom,GBR,2014,37.94
United Kingdom,GBR,2015,45.36
United Kingdom,GBR,2016,45.62
United Kingdom,GBR,2017,50.04
United Kingdom,GBR,2018,52.49
United Kingdom,GBR,2019,53.77
United Kingdom,GBR,2020,59.26
United Kingdom,GBR,2021,54.75
United Kingdom,GBR,2022,56.21
United Kingdom,GBR,2023,60.26
United Kingdom,GBR,2024,64.93
